 iy id it imin qn qh qe qs qf U RH Tair pres rain kdown snow ldown fcld wuh xsmd lai kdiff kdir wdir
128 2013 6 9 0 -999 -999 -999 -999 -999 1.32 91.34 3.88 95.0 0.0 37.32 -999 283.81 -999 -999 -999 -999 -999 -999 -999
129 2013 6 10 0 -999 -999 -999 -999 -999 1.12 83.16 5.04 95.0 0.0 179.64 -999 289.24 -999 -999 -999 -999 -999 -999 -999
130 2013 6 11 0 -999 -999 -999 -999 -999 1.13 80.98 5.01 95.0 0.0 289.26 -999 273.64 -999 -999 -999 -999 -999 -999 -999
131 2013 6 12 0 -999 -999 -999 -999 -999 1.25 76.39 4.86 95.0 0.0 409.88 -999 260.23 -999 -999 -999 -999 -999 -999 -999
132 2013 6 13 0 -999 -999 -999 -999 -999 1.29 67.82 5.91 95.0 0.0 335.82 -999 296.53 -999 -999 -999 -999 -999 -999 -999
133 2013 6 14 0 -999 -999 -999 -999 -999 1.28 68.48 5.96 95.0 0.01 299.06 -999 310.17 -999 -999 -999 -999 -999 -999 -999
134 2013 6 15 0 -999 -999 -999 -999 -999 1.23 67.68 5.92 95.0 0.02 289.35 -999 300.02 -999 -999 -999 -999 -999 -999 -999
135 2013 6 16 0 -999 -999 -999 -999 -999 1.25 67.58 5.78 95.0 0.01 235.3 -999 313.44 -999 -999 -999 -999 -999 -999 -999
136 2013 6 17 0 -999 -999 -999 -999 -999 1.45 67.35 5.79 95.0 0.0 85.96 -999 307.54 -999 -999 -999 -999 -999 -999 -999
137 2013 6 18 0 -999 -999 -999 -999 -999 2.16 70.8 5.26 95.0 0.0 32.97 -999 312.01 -999 -999 -999 -999 -999 -999 -999
138 2013 6 19 0 -999 -999 -999 -999 -999 2.82 74.21 4.97 95.0 0.0 0.14 -999 298.48 -999 -999 -999 -999 -999 -999 -999
139 2013 6 20 0 -999 -999 -999 -999 -999 3.66 75.15 5.2 95.0 0.0 0.0 -999 293.53 -999 -999 -999 -999 -999 -999 -999
140 2013 6 21 0 -999 -999 -999 -999 -999 4.42 78.67 4.8 95.0 0.0 0.0 -999 281.01 -999 -999 -999 -999 -999 -999 -999
141 2013 6 22 0 -999 -999 -999 -999 -999 4.59 81.27 4.66 95.0 0.0 0.0 -999 287.19 -999 -999 -999 -999 -999 -999 -999
142 2013 6 23 0 -999 -999 -999 -999 -999 4.01 84.06 4.39 95.0 0.0 0.0 -999 290.43 -999 -999 -999 -999 -999 -999 -999
143 2013 7 0 0 -999 -999 -999 -999 -999 3.18 84.99 4.42 95.0 0.0 0.0 -999 284.02 -999 -999 -999 -999 -999 -999 -999
144 2013 7 1 0 -999 -999 -999 -999 -999 2.65 86.58 4.08 95.0 0.0 0.0 -999 283.63 -999 -999 -999 -999 -999 -999 -999
145 2013 7 2 0 -999 -999 -999 -999 -999 1.99 87.53 3.71 95.0 0.0 0.0 -999 279.0 -999 -999 -999 -999 -999 -999 -999
146 2013 7 3 0 -999 -999 -999 -999 -999 1.59 87.31 3.86 95.0 0.0 0.0 -999 283.97 -999 -999 -999 -999 -999 -999 -999
147 2013 7 4 0 -999 -999 -999 -999 -999 1.1 90.73 3.19 95.0 0.0 0.0 -999 276.99 -999 -999 -999 -999 -999 -999 -999
148 2013 7 5 0 -999 -999 -999 -999 -999 0.56 92.46 2.99 95.0 0.0 0.0 -999 265.63 -999 -999 -999 -999 -999 -999 -999
149 2013 7 6 0 -999 -999 -999 -999 -999 1.09 98.11 2.45 95.0 0.0 0.0 -999 272.63 -999 -999 -999 -999 -999 -999 -999
